;IC000;IC010;IC020;IC100.25;IC100.5;IC100.75;IC101;IC110.25;IC110.5;IC110.75;IC111;IC120.25;IC120.5;IC120.75;IC121;IC400.25;IC400.5;IC400.75;IC401;IC410.25;IC410.5;IC410.75;IC411;IC420.25;IC420.5;IC420.75;IC421;IC600.25;IC600.5;IC600.75;IC601;IC610.25;IC610.5;IC610.75;IC611;IC620.25;IC620.5;IC620.75;IC621;LT000;LT010;LT020;LT100.25;LT100.5;LT100.75;LT101;LT110.25;LT110.5;LT110.75;LT111;LT120.25;LT120.5;LT120.75;LT121;LT400.25;LT400.5;LT400.75;LT401;LT410.25;LT410.5;LT410.75;LT411;LT420.25;LT420.5;LT420.75;LT421;LT600.25;LT600.5;LT600.75;LT601;LT610.25;LT610.5;LT610.75;LT611;LT620.25;LT620.5;LT620.75;LT621;IN-CLOSSENESS;OUT-CLOSENESS;DEGREE;IN-DEGREE;OUT-DEGREE;BETWEENNESS
LT610.75;0,661870599;0,656745914;0,660431369;0,522418855;0,437872426;0,070564278;0,067071981;0,703823492;0,736285791;0,949019649;0,95321112;0,47162193;0,354768276;-0,197379082;-0,208993052;0,412088402;0,336626489;0,092937202;0,087748009;0,732576843;0,77553839;0,967343937;0,969669029;0,33330982;0,223169643;-0,213736746;-0,213455285;0,413259095;0,360365818;0,10261024;0,099984601;0,737749852;0,77944445;0,966330932;0,969420756;0,340876567;0,237905126;-0,205104847;-0,209382402;0,800270227;0,800270227;0,800270227;0,57219386;0,434291235;0,261210327;0,117789761;0,854577635;0,893737008;0,95397945;0,956663929;0,517051672;0,343305075;0,121304139;-0,02639231;0,627520822;0,489206123;0,301935089;0,137440156;0,90738663;0,947050653;0,986438416;0,968337882;0,443255112;0,284741945;0,084446095;-0,035163843;0,623791489;0,498640627;0,322641028;0,152698305;0,90499208;0,954710585;1;0,977624337;0,454630384;0,29500652;0,086984975;-0,037808138;-0,494552128;0,95126548;0,495075676;-0,523832536;0,934405024;0,356924266
LT611;0,670740364;0,666620476;0,66956265;0,527411478;0,441753126;0,069330066;0,064193391;0,713029217;0,744930507;0,961454683;0,966257899;0,475388493;0,357405065;-0,204329977;-0,217056689;0,414798169;0,338407898;0,098334181;0,092951478;0,737794853;0,78066551;0,982711641;0,985392373;0,335522475;0,225854532;-0,218330686;-0,217779275;0,416766657;0,363957963;0,111993489;0,109086889;0,744704786;0,785443869;0,986876509;0,989895701;0,34408573;0,24154779;-0,208693873;-0,214656359;0,785070499;0,785070499;0,785070499;0,554506493;0,415833412;0,240954909;0,118951474;0,838134655;0,876928211;0,936050399;0,971328312;0,500551827;0,325875274;0,101935749;-0,047051944;0,607676296;0,46770001;0,276993027;0,139245661;0,888214516;0,926911818;0,96499457;0,983511249;0,4273809;0,268474994;0,06781879;-0,052666732;0,601893992;0,473544571;0,296595518;0,166717133;0,884024925;0,931908556;0,977624337;1;0,438464708;0,279917478;0,070187709;-0,055556975;-0,508104159;0,961286261;0,495706265;-0,538955463;0,946702344;0,355480366
LT620.25;0,333230148;0,331075897;0,336575355;0,286031792;0,258408269;0,11971109;0,117084029;0,353512104;0,366069755;0,439018406;0,438878127;0,268459878;0,224225348;0,029040367;0,029835917;0,297759159;0,259819378;0,095172208;0,087707442;0,343751363;0,357121934;0,435422558;0,436623941;0,281864275;0,240099758;x;x;0,294406745;0,261706471;0,097227285;0,097153239;0,348206613;0,362472752;0,433881482;0,435365267;0,287362328;0,235148223;0,015976432;x;0,585532996;0,585532996;0,585532996;0,809449029;0,612071059;0,361900946;0,204235997;0,5449142;0,514737674;0,473186273;0,44757437;0,847991695;0,668815173;0,447707458;0,311033677;0,772655153;0,578226893;0,341799836;0,194446711;0,509715154;0,481386851;0,454736574;0,440509136;0,961581925;0,739633321;0,478527116;0,314282563;0,773466003;0,58010247;0,340877952;0,190694919;0,510349775;0,482983967;0,454630384;0,438464708;1;0,731257673;0,463463712;0,308704205;-0,074250444;0,440018865;0,372221344;-0,150240519;0,450523512;0,225962602
LT620.5;0,220827488;0,217509274;0,223520396;0,202397275;0,194617942;0,170358471;0,164741749;0,232535616;0,241632994;0,279321741;0,277399269;0,194657875;0,175017417;0,120337072;0,118568426;0,18159321;0,184582817;0,182727707;0,182849522;0,222308213;0,230879317;0,276772208;0,277734209;0,178979364;0,177164788;0,137623069;0,140890154;0,177112116;0,19868926;0,193716695;0,201255622;0,225675091;0,2339246;0,275621532;0,276535301;0,179456247;0,184302188;0,154726495;0,148418254;0,421954206;0,421954206;0,421954206;0,608820867;0,770816658;0,499681308;0,325573323;0,381560411;0,352025347;0,313719981;0,287251974;0,646732443;0,834625796;0,595536836;0,445676064;0,572500041;0,731581113;0,47616852;0,314215827;0,347367814;0,321005243;0,296016706;0,281058732;0,713396263;0,957468203;0,662926575;0,491202915;0,574063897;0,732074822;0,473800411;0,311689089;0,348906465;0,321319007;0,29500652;0,279917478;0,731257673;1;0,67594935;0,500002641;x;0,276944772;0,323734639;-0,018900548;0,281762522;0,198589711
LT620.75;0,072612125;0,071322717;0,077827032;0,097244896;0,110759022;0,25764341;0,259414158;0,077677735;0,079450678;0,070411644;0,067835243;0,099856424;0,108497827;0,260851891;0,263788599;0,061467366;0,082753777;0,297862999;0,296777386;0,068159883;0,069317768;0,06897407;0,068582133;0,070579025;0,095184392;0,307481689;0,306719171;0,051396279;0,0964014;0,321582614;0,342460315;0,071432877;0,069188011;0,066393224;0,066183739;0,06680613;0,105296916;0,343331852;0,345429191;0,214523171;0,214523171;0,214523171;0,359580381;0,488233475;0,711345244;0,532751653;0,173928662;0,144368217;0,104956635;0,079528477;0,398561699;0,553123375;0,8188991;0,668353112;0,32314834;0,448645117;0,678971783;0,512191087;0,140284469;0,113372803;0,086435515;0,071207833;0,454997752;0,652800643;0,944803385;0,752743181;0,325620987;0,450573978;0,679308945;0,51020909;0,142629281;0,114397986;0,086984975;0,070187709;0,463463712;0,67594935;1;0,792935681;0,134542582;0,068122869;0,258438749;0,160194769;0,063456891;0,194618184
LT621;-0,014877169;-0,014690674;x;0,034265908;0,067895274;0,315309113;0,327153111;-0,015404989;-0,017111886;-0,055393577;-0,05838746;0,044722154;0,079103206;0,353155359;0,365566506;x;0,029408314;0,3727069;0,37156993;-0,024310383;-0,026164455;-0,055787142;-0,05661268;x;0,055622346;0,411006239;0,411127536;-0,026071155;0,033845936;0,411469474;0,423051487;-0,019483033;-0,026984369;-0,058179931;-0,05861525;x;0,056950113;0,458482111;0,462725887;0,087474942;0,087474942;0,087474942;0,21377436;0,324366339;0,52122348;0,687523719;0,048021716;0,019058724;-0,020560126;-0,045806679;0,252726746;0,391328967;0,6331497;0,832190077;0,178844764;0,28647571;0,488755581;0,663043968;0,01748841;x;-0,038459809;-0,053828501;0,312378298;0,487251228;0,741764455;0,936673057;0,18130616;0,28696941;0,489080352;0,659691989;0,019758788;x;-0,037808138;-0,055556975;0,308704205;0,500002641;0,792935681;1;0,222758984;-0,056432975;0,221063251;0,272021542;-0,06710642;0,198554216
IN-CLOSSENESS;-0,353011114;-0,3546217;-0,349208862;-0,213282903;-0,130651793;0,181052902;0,186160413;-0,365954899;-0,38933869;-0,502404854;-0,505749845;-0,183535585;-0,07042385;0,447343195;0,45472522;0,025063121;0,06849875;0,077428061;0,07550645;-0,35897538;-0,381573452;-0,50412396;-0,506843563;0,081094853;0,15668423;0,372213328;0,366664118;0,014463205;0,023695247;0,085306851;0,087277652;-0,35648635;-0,384254107;-0,504890033;-0,507339808;0,067383268;0,119581206;0,380211017;0,380202885;-0,483824338;-0,483824338;-0,483824338;-0,248659158;-0,123545847;x;0,088731426;-0,486599576;-0,491786487;-0,497534045;-0,504180283;-0,229708348;-0,074442509;0,107004506;0,224628787;-0,253969999;-0,140697756;-0,01137381;0,073414205;-0,473069121;-0,482278849;-0,49487363;-0,50719458;-0,028004033;0,036444828;0,127505678;0,191569015;-0,254143683;-0,141807473;-0,010285182;0,073214795;-0,472953201;-0,483800783;-0,494552128;-0,508104159;-0,074250444;x;0,134542582;0,222758984;1;-0,495739078;0,233751637;0,903697323;-0,530556494;0,294403664
OUT-CLOSENESS;0,696175163;0,693514434;0,695294862;0,552681986;0,464370527;0,071448656;0,066386771;0,737929946;0,767890099;0,974356721;0,977988365;0,50084023;0,381258132;-0,185960746;-0,196956958;0,442151883;0,356083664;0,058816121;0,05180688;0,775068903;0,810380212;0,963140085;0,965052536;0,362607453;0,24760147;-0,208293487;-0,207203579;0,441669554;0,377045201;0,070229221;0,067655278;0,779005391;0,812891952;0,962178771;0,964787151;0,366619625;0,259322097;-0,19708075;-0,201773627;0,786878041;0,786878041;0,786878041;0,554858595;0,412032733;0,228325736;0,101158406;0,838965114;0,876029078;0,931173773;0,965617152;0,502327941;0,326983053;0,100862384;-0,048973547;0,618888348;0,463655639;0,24844861;0,096814879;0,903442247;0,930384995;0,950773947;0,960899255;0,432224626;0,26803713;0,063661973;-0,056360624;0,6175917;0,46151304;0,249548136;0,098029651;0,903277116;0,929668221;0,95126548;0,961286261;0,440018865;0,276944772;0,068122869;-0,056432975;-0,495739078;1;0,531073499;-0,529610226;0,973235293;0,386749251
DEGREE;0,402445179;0,401259986;0,405487297;0,386719819;0,3743667;0,214104507;0,213480424;0,428777027;0,435413354;0,510538387;0,510147925;0,365950933;0,350124345;0,210955035;0,201016402;0,351326916;0,321485797;0,159861275;0,151442909;0,435770859;0,448655935;0,499422915;0,499359402;0,335154649;0,306040729;0,161899728;0,162692802;0,346321894;0,325528965;0,178189708;0,177974316;0,444027152;0,450138276;0,498030193;0,498019663;0,3353885;0,30574799;0,1820976;0,180269993;0,428499277;0,428499277;0,428499277;0,397047442;0,364129023;0,290443911;0,23143348;0,453241419;0,47023167;0,493852546;0,506411824;0,378835968;0,34253695;0,27527891;0,224851278;0,414868319;0,370202882;0,282446568;0,214387829;0,478272914;0,489286808;0,496407428;0,497628239;0,382480158;0,322566833;0,245274745;0,20609753;0,415352348;0,367788775;0,280474275;0,21197951;0,479190849;0,487702931;0,495075676;0,495706265;0,372221344;0,323734639;0,258438749;0,221063251;0,233751637;0,531073499;1;0,312217476;0,556417422;0,548387825
IN-DEGREE;-0,370581934;-0,373917123;-0,367002194;-0,225408706;-0,140835398;0,136962708;0,144788431;-0,384994172;-0,409893571;-0,534174697;-0,538282095;-0,192791178;-0,075159191;0,431986512;0,43955763;-0,124979134;-0,064467342;0,0847385;0,085441337;-0,386745933;-0,409540771;-0,534208512;-0,537228199;-0,068654593;0,0244117;0,39707031;0,396023217;-0,131289423;-0,086627829;0,096708349;0,102022406;-0,384740847;-0,411708157;-0,536452765;-0,539390606;-0,079390755;x;0,407973979;0,412699513;-0,484167991;-0,484167991;-0,484167991;-0,241422655;-0,110567551;0,030581337;0,118159958;-0,49555987;-0,507004249;-0,522375914;-0,535345755;-0,215144475;-0,051854075;0,140702432;0,263128274;-0,258584387;-0,137046082;x;0,102029416;-0,496135057;-0,509082266;-0,524643901;-0,53746864;-0,12203687;x;0,147122569;0,250908153;-0,25765811;-0,135905529;x;0,1010188;-0,495007251;-0,50928518;-0,523832536;-0,538955463;-0,150240519;-0,018900548;0,160194769;0,272021542;0,903697323;-0,529610226;0,312217476;1;-0,536321524;0,329624248
OUT-DEGREE;0,70103956;0,698854819;0,699535485;0,549035903;0,455320813;0,029100243;0,023686759;0,740228063;0,768561929;0,957222344;0,959813771;0,499686568;0,376017571;-0,21135276;-0,223324673;0,417267613;0,328253705;0,025997804;0,017924367;0,752207648;0,785349855;0,948520703;0,950593699;0,353043148;0,237135834;-0,230614504;-0,228789548;0,417172691;0,350211629;0,036611682;0,03150559;0,755867095;0,787940229;0,94734264;0,94991005;0,35946047;0,249451487;-0,218336512;-0,223834731;0,824180032;0,824180032;0,824180032;0,564714053;0,40712245;0,202890085;0,065349549;0,861504584;0,889235862;0,927222519;0,951493787;0,52383912;0,338396487;0,099819265;-0,05758843;0,59895483;0,43717085;0,216298067;0,063153987;0,890247852;0,913981475;0,934989394;0,947301596;0,439792071;0,271686549;0,060459275;-0,065245531;0,598811589;0,435092986;0,215393851;0,062377517;0,890827537;0,91327937;0,934405024;0,946702344;0,450523512;0,281762522;0,063456891;-0,06710642;-0,530556494;0,973235293;0,556417422;-0,536321524;1;0,379767025
BETWEENNESS;0,285431674;0,278939132;0,291038578;0,266016447;0,256532556;0,20758601;0,211317019;0,308597305;0,312304301;0,36938393;0,367497636;0,255924373;0,244530959;0,211294487;0,211883152;0,238189937;0,214356759;0,137995596;0,136968267;0,3196964;0,32887248;0,362519668;0,360499988;0,229091203;0,207733381;0,152956203;0,160298182;0,237031047;0,21490153;0,157961548;0,158022282;0,320493684;0,329631926;0,359128039;0,358803962;0,225102338;0,203247079;0,171661262;0,172093766;0,285686313;0,285686313;0,285686313;0,264665344;0,250416081;0,225547253;0,208923861;0,312721688;0,328187921;0,349449632;0,360308736;0,248262594;0,235059957;0,22005582;0,208508541;0,280453825;0,253650416;0,216678534;0,189064582;0,337747349;0,347856501;0,354831408;0,356042224;0,245246762;0,204654011;0,181494514;0,180457967;0,282839027;0,253951507;0,221099221;0,190563037;0,340648428;0,347222107;0,356924266;0,355480366;0,225962602;0,198589711;0,194618184;0,198554216;0,294403664;0,386749251;0,548387825;0,329624248;0,379767025;1
