i;|Xi|;|F(Xi)|;profundidad2;dirección0;prob vecinos1
2363;153;695
3231;139;653
2320;118;380
706;343;1448
2335;147;685
141;372;1989
7531;96;242
46;385;1666
2360;141;655
979;218;754
7568;447;2121
1551;169;933
1176;155;699
2397;177;694
7559;184;794
2408;389;1513
7578;381;1713
7503;205;969
7480;140;654
7479;140;654
7510;196;782
7532;195;739
7522;195;739
7523;195;739
338;193;732
7544;192;743
7447;146;661
7521;221;1012
7477;140;654
384;490;2891
7575;327;1383
3516;390;2764
7423;257;1152
7485;240;1116
759;297;1536
946;627;2882
7585;428;1281
7563;361;1967
3133;198;735
7433;180;729
7516;414;1677
7457;140;653
314;439;2875
7514;491;2100
3305;134;437
524;286;1741
809;285;1211
1057;284;1211
1541;175;829
1371;134;437
1571;225;1076
1185;380;1707
1566;225;1076
1350;230;754
549;511;2209
526;358;1962
431;384;2779
1546;135;441
1461;157;505
458;374;1203
1374;283;964
7420;156;482
2376;47;314
3222;134;437
3158;134;437
2326;134;437
728;263;1882
278;470;2274
1830;212;900
7415;427;2835
104;451;2133
1157;178;620
2384;225;1076
2371;141;447
1578;201;1055
3176;134;437
3155;134;437
1254;307;1509
1179;447;2022
1055;197;809
7554;389;1699
522;438;2239
1152;339;1732
3112;135;441
3096;135;440
3066;134;437
3092;134;437
750;367;1786
1346;387;1461
149;471;2797
2292;138;442
1776;219;1267
7528;288;1224
1450;204;612
408;611;2874
138;415;2424
1069;135;441
1395;134;438
41;1030;2977
3365;135;438
1865;244;1079
3229;136;441
3192;135;438
1178;342;1344
7551;263;1715
642;334;2038
7587;252;745
7517;336;1889
7536;334;1889
1151;191;579
429;317;1457
956;245;1647
640;411;2640
2211;190;579
98;622;2826
696;391;1776
878;366;1707
1782;190;579
1768;190;579
1310;346;1545
417;415;1571
666;354;2274
980;274;1096
645;442;1962
371;538;2298
7562;503;2144
1171;370;1821
2981;190;579
506;449;2850
1325;226;1066
2922;190;579
686;483;2823
1287;319;1925
1495;258;1586
2192;190;579
2866;190;579
497;321;1327
2361;193;584
3378;191;579
2381;215;1001
614;421;2786
6369;338;2055
253;615;2363
6014;6;36
3145;190;579
1649;213;725
3002;190;579
2302;219;1237
2301;216;1323
882;511;2020
221;271;1758
7590;379;1725
699;243;1145
3019;190;579
1046;257;1662
7501;251;1245
3011;190;579
1162;596;2144
204;664;2933
1516;287;1075
743;267;1594
2987;190;579
1153;205;639
1033;409;1855
7588;630;2271
1784;314;1488
362;603;2803
1308;225;1542
7442;241;1324
319;566;2855
1757;237;874
2210;229;1007
2923;190;579
2209;216;711
7565;894;2970
7600;690;2937
452;537;2870
2869;190;579
2889;190;579
687;375;2113
7566;241;1732
2142;260;1100
1731;295;1583
2358;99;585
321;321;1223
7602;559;2917
7601;496;2911
7599;465;2911
7598;465;2911
7594;309;1915
1499;191;580
2307;191;580
3351;191;580
3177;191;580
3052;191;580
407;350;2826
1317;268;1461
7540;292;1814
7567;290;1134
7504;229;1242
7398;382;1953
7507;289;1161
7558;323;1298
7574;255;1754
7586;270;909
7484;243;1130
7513;385;1867
7506;245;1318
7417;243;1130
7505;239;1127
7483;304;1729
7535;305;1730
500;293;1122
1518;159;807
600;132;688
2330;200;1298
1343;205;1184
892;75;514
3018;130;529
487;875;2942
308;331;1871
7515;45;232
3159;130;529
3131;130;529
3116;130;529
451;325;2296
962;211;1801
2253;142;594
2921;130;529
1159;408;1969
201;516;2860
869;245;1921
157;548;2370
3028;130;529
981;285;1931
694;343;1837
1556;139;704
1788;284;1692
1041;324;1654
1298;209;1597
961;287;1880
2955;130;529
2172;206;1870
284;647;2920
1896;165;633
3400;131;530
2344;139;770
128;591;2417
2389;228;1502
983;336;1489
707;288;1535
225;439;2835
3369;261;1810
393;401;1894
591;320;1893
547;348;2142
739;503;2785
592;518;2841
457;252;954
1794;274;2191
812;248;867
317;264;1875
147;226;1055
360;536;2277
427;299;1907
7352;131;530
7362;131;530
7361;131;530
7359;131;530
7360;131;530
7358;131;530
7496;138;548
7382;138;548
7357;131;530
7354;131;530
7356;131;530
7355;130;530
7353;131;530
7489;138;548
7487;138;548
7495;138;548
7494;138;548
7493;138;548
7492;138;548
7491;138;548
7490;138;548
7486;138;548
7488;138;548
7351;131;530
7350;131;530
1883;309;1789
2821;215;1342
3129;153;690
4017;139;583
593;452;2201
130;631;2877
78;760;2882
2031;192;669
7328;413;2786
758;146;557
229;408;1707
780;171;872
1104;155;566
5446;224;719
4934;309;2074
665;156;570
7345;131;530
1584;133;532
6792;131;532
527;133;532
7347;131;530
7381;131;530
7408;131;530
7475;131;530
7474;131;530
7543;157;802
7542;177;1281
7470;131;530
7459;131;530
7472;131;530
7471;131;530
7435;142;584
7412;216;1388
176;482;2823
267;389;2776
1478;192;1040
1163;278;1339
2819;124;547
1023;204;1151
2777;124;547
546;270;2800
548;301;2357
2727;125;575
1734;232;2007
315;559;2833
943;243;2043
854;193;2144
2124;174;658
513;215;1002
1714;332;1498
2122;216;2003
1048;297;1938
329;345;2829
2992;124;547
316;419;2793
1484;168;740
2479;125;575
2145;180;794
409;255;2146
2781;124;547
2770;124;547
1476;154;896
2128;131;618
467;317;2849
7387;260;2807
622;250;1249
1721;125;552
2760;124;547
132;436;2839
824;194;768
7518;307;1562
1743;31;109
977;125;548
518;304;1424
234;434;2760
1725;125;548
443;398;2784
1470;160;707
2139;165;686
2141;127;549
7388;172;887
1286;217;861
1726;127;575
1292;321;2783
1472;203;785
7334;428;2899
7537;128;607
7534;139;622
7564;803;2913
334;254;2779
187;548;2887
2179;171;792
102;583;2793
975;363;2224
935;281;2701
1797;190;922
2250;159;774
1040;228;2043
1424;217;2676
1772;173;817
2204;162;790
1150;239;1990
1762;293;2820
2190;159;774
1018;231;1023
482;549;2834
413;329;2162
1673;210;1158
1562;361;2823
3122;159;774
1111;211;1059
1031;374;2814
3014;159;774
2986;159;774
456;378;2930
1137;417;2815
1327;298;2742
941;482;2849
2957;159;774
741;235;1976
2215;185;994
1324;374;2793
2908;56;240
639;574;2860
1146;279;1966
2787;160;775
2188;173;831
69;741;2865
1307;292;2814
2778;159;774
914;239;2777
48;809;2887
1078;215;921
383;413;2783
2582;159;774
1981;161;778
2558;159;774
226;496;2849
1992;174;817
1430;231;1048
1988;167;786
478;335;2789
1967;159;774
2519;159;774
719;246;2732
7438;297;2683
569;230;2676
970;160;775
1044;167;789
3135;160;775
967;333;2786
327;432;2830
7399;170;808
1513;223;1365
552;398;2075
1116;281;2174
398;382;2087
6878;196;1717
171;527;2830
1030;337;1877
799;461;2174
2802;70;308
942;264;1941
762;277;1754
3345;194;1717
1887;206;1726
1190;140;672
894;153;838
494;250;1925
3269;195;1717
2356;195;1717
966;314;1959
7538;218;1727
2257;365;2796
488;239;1954
1512;199;1806
1775;221;1734
1508;225;1796
1767;147;568
2915;194;1717
550;380;1972
7593;366;2103
949;406;1988
1755;269;2052
1145;304;1988
1754;269;1869
1311;195;1717
2865;194;1717
634;232;1782
2168;216;1727
735;395;2839
870;356;2786
1716;237;1839
1697;249;1990
732;321;2265
7446;245;1733
1871;228;1717
7434;265;1751
3224;195;1718
2918;195;1718
2180;224;1723
1748;242;1727
2791;195;1718
7445;218;1718
680;449;2829
183;448;2828
7499;335;2099
7573;250;1852
7592;300;1858
4910;197;1723
651;333;1816
1586;149;683
751;269;1041
1577;135;409
627;260;1133
898;151;661
1210;314;2169
3354;128;380
3366;128;380
496;165;1125
530;389;2843
376;408;1965
2396;133;450
1873;237;1089
7391;165;849
397;245;1070
3297;128;380
1553;337;1727
3293;128;380
822;262;1704
3281;128;380
1861;163;572
3234;128;380
1187;189;599
3232;128;380
3060;113;352
7337;20;83
1050;116;377
1052;139;381
3119;113;352
5389;181;717
2275;114;352
1168;132;532
1534;113;352
1529;113;352
965;140;403
1817;113;352
3075;113;352
2277;113;352
2284;113;352
1172;138;397
1528;143;398
7397;211;638
1813;151;566
2283;113;352
2270;139;397
1533;118;376
279;463;2343
1531;154;555
3241;113;352
1332;161;593
3180;115;353
1182;141;394
1831;117;356
3144;113;352
1828;153;538
1808;139;403
884;154;538
1351;295;1974
3089;113;352
1537;137;540
3045;114;352
1807;154;555
2278;139;403
3076;113;352
3073;113;352
